voting_district,registered,valid,spoilt,npe_vd_turnout_pct,year
54890343,415,301,1,72.771,2004
54890354,547,860,9,158.867,2004
54890365,644,555,7,87.267,2004
54890376,786,684,8,88.041,2004
54890387,1565,1313,24,85.431,2004
54890398,1675,1358,5,81.373,2004
54890400,1731,1421,14,82.9,2004
54890411,1242,1035,8,83.977,2004
54890422,629,516,9,83.466,2004
54890433,1428,1198,21,85.364,2004
54890444,675,533,5,79.704,2004
54890455,1383,1192,0,86.189,2004
54890466,695,577,6,83.885,2004
54890477,1137,950,9,84.345,2004
54890499,577,415,6,72.964,2004
54890501,510,429,6,85.294,2004
54890512,1625,1302,12,80.862,2004
54890523,948,647,9,69.198,2004
54890534,1166,1012,3,87.05,2004
54890556,887,731,14,83.991,2004
54890567,1066,811,49,80.675,2004
54890578,907,705,5,78.28,2004
54890589,1063,856,18,82.22,2004
54890590,852,708,3,83.451,2004
54890602,699,434,10,63.519,2004
54890613,382,261,11,71.204,2004
54890624,2053,1764,19,86.849,2004
54890635,178,220,2,124.719,2004
54890646,801,735,6,92.509,2004
54890657,2172,1608,17,74.816,2004
54890668,477,392,3,82.809,2004
54890679,1307,955,25,74.981,2004
54890680,1097,831,5,76.208,2004
54890691,635,533,5,84.724,2004
54890703,55,55,1,101.818,2004
54890725,141,171,2,122.695,2004
54890736,351,338,2,96.866,2004
54890747,378,380,8,102.646,2004
54890758,576,555,13,98.611,2004
54890769,499,462,6,93.788,2004
54890770,338,363,4,108.58,2004
54890781,621,675,3,109.179,2004
54890792,1173,925,130,89.94,2004
54900019,823,538,11,66.707,2004
54900020,1900,1538,19,81.947,2004
54900031,1168,876,15,76.284,2004
54900042,1387,1110,10,80.75,2004
54900053,946,710,8,75.899,2004
54900064,1337,951,3,71.354,2004
54900075,492,212,3,43.699,2004
54900086,411,228,7,57.178,2004
54900097,1845,1461,17,80.108,2004
54900109,337,182,7,56.083,2004
54900110,516,110,1,21.512,2004
54900121,572,246,3,43.531,2004
54900132,410,156,2,38.537,2004
54900154,162,142,2,88.889,2004
54910010,1179,623,4,53.181,2004
54910054,516,411,6,80.814,2004
54910065,2298,1784,17,78.372,2004
54910076,1785,1634,44,94.006,2004
54910087,3134,2552,33,82.482,2004
54910100,1381,1087,14,79.725,2004
54910111,1797,1254,2,69.894,2004
54910144,1153,680,16,60.364,2004
54910155,2225,1716,26,78.292,2004
54910177,2037,1561,28,78.007,2004
54910188,1630,1222,18,76.074,2004
54910212,686,688,0,100.292,2004
54910223,1540,1302,14,85.455,2004
54910234,2344,1866,22,80.546,2004
54910245,939,407,14,44.835,2004
54910256,896,724,9,81.808,2004
54910267,1323,1163,15,89.04,2004
54910278,1600,1357,9,85.375,2004
54910290,691,1245,5,180.897,2004
54910313,1040,1050,16,102.5,2004
54910324,835,660,6,79.76,2004
54910335,1678,1456,16,87.723,2004
54910346,2710,1690,26,63.321,2004
54910357,1692,1381,95,87.234,2004
54910368,1499,1179,47,81.788,2004
54910379,2175,1886,18,87.54,2004
54910380,932,777,17,85.193,2004
54910391,424,279,8,67.689,2004
54910403,1642,1404,15,86.419,2004
54910414,1270,1125,9,89.291,2004
54910425,870,800,1,92.069,2004
54910436,1153,999,9,87.424,2004
54910447,978,878,15,91.309,2004
54910458,1458,1300,22,90.672,2004
54910470,1552,1420,11,92.204,2004
54910481,1149,931,28,83.464,2004
54910504,856,649,4,76.285,2004
54910515,1138,708,15,63.533,2004
54910526,1856,1482,10,80.388,2004
54910537,1024,346,6,34.375,2004
54910548,2097,1821,22,87.887,2004
54910571,1434,2913,22,204.672,2004
54910582,596,349,8,59.899,2004
54910593,1348,806,18,61.128,2004
54910616,1396,1344,7,96.777,2004
54910627,275,263,1,96.0,2004
54910649,591,502,4,85.618,2004
54910650,479,668,13,142.171,2004
54910661,429,453,4,106.527,2004
54910683,219,433,10,202.283,2004
54910694,694,572,71,92.651,2004
54910706,225,369,2,164.889,2004
54910717,273,554,6,205.128,2004
54910728,692,669,8,97.832,2004
54910739,613,554,11,92.17,2004
54910740,786,963,1,122.646,2004
54910751,878,817,7,93.85,2004
54910762,431,489,6,114.849,2004
76150010,652,491,0,75.307,2004
76150021,737,560,3,76.391,2004
76150032,2994,1907,13,64.128,2004
76150043,793,590,6,75.158,2004
76150054,1310,999,9,76.947,2004
76150065,1006,744,5,74.453,2004
76150076,824,601,1,73.058,2004
76150087,698,494,6,71.633,2004
76150098,437,314,2,72.311,2004
76150100,598,439,2,73.746,2004
76150111,870,692,0,79.54,2004
76150122,822,586,0,71.29,2004
76150133,843,593,14,72.005,2004
76150144,334,260,3,78.743,2004
76150155,1039,807,4,78.056,2004
76150166,697,418,6,60.832,2004
76150177,721,569,10,80.305,2004
76150188,1178,807,13,69.61,2004
76150199,1142,903,12,80.123,2004
76150201,528,400,4,76.515,2004
76150212,1940,1239,2,63.969,2004
76150223,871,696,4,80.367,2004
76150234,684,511,8,75.877,2004
76150245,1499,1103,23,75.117,2004
76150256,1996,1414,60,73.848,2004
76150267,487,426,2,87.885,2004
76150278,1955,1462,20,75.806,2004
76150289,1201,893,11,75.271,2004
76150290,621,502,3,81.32,2004
76150302,876,589,5,67.808,2004
76150313,549,418,9,77.778,2004
76150324,2228,1602,8,72.262,2004
76150335,1318,945,2,71.851,2004
76150346,674,532,4,79.525,2004
76150357,611,461,8,76.759,2004
76150368,495,348,1,70.505,2004
76150379,656,543,57,91.463,2004
76150380,2570,1915,21,75.331,2004
76150391,1745,1244,21,72.493,2004
76150403,496,356,4,72.581,2004
76150414,1324,869,18,66.994,2004
76150425,923,802,4,87.324,2004
76150436,1365,986,8,72.821,2004
76150447,1212,841,10,70.215,2004
76150458,715,488,11,69.79,2004
76150469,874,571,9,66.362,2004
76150470,2099,1206,2,57.551,2004
76150481,925,713,14,78.595,2004
76150492,1711,1501,25,89.188,2004
76150504,634,445,5,70.978,2004
76150515,796,534,0,67.085,2004
76150526,1140,716,9,63.596,2004
76150537,699,490,5,70.815,2004
76150548,692,601,3,87.283,2004
76150559,721,497,7,69.903,2004
76150560,1076,847,7,79.368,2004
76150571,353,262,6,75.921,2004
76150582,684,540,2,79.24,2004
76150593,1162,816,4,70.568,2004
76150605,558,453,9,82.796,2004
76150616,705,555,4,79.291,2004
76150627,1859,1331,34,73.427,2004
76150649,382,291,8,78.272,2004
76150650,913,1026,10,113.472,2004
76160011,567,1130,3,199.824,2004
76160022,622,469,2,75.723,2004
76160033,281,201,2,72.242,2004
76160044,964,787,4,82.054,2004
76160055,1393,1204,10,87.15,2004
76160066,1514,1135,24,76.552,2004
76160077,1415,1050,19,75.548,2004
76160088,580,430,8,75.517,2004
76160099,1248,952,16,77.564,2004
76160101,1681,1190,36,72.933,2004
76160112,475,355,17,78.316,2004
76160123,1660,1068,6,64.699,2004
76160134,733,610,11,84.72,2004
76160145,1325,754,10,57.66,2004
76160156,532,454,5,86.278,2004
76160167,981,764,9,78.797,2004
76160178,1045,845,5,81.34,2004
76160189,943,687,4,73.277,2004
76160190,1260,978,24,79.524,2004
76160202,1653,1049,32,65.396,2004
76160213,760,1280,16,170.526,2004
76160224,2400,1410,40,60.417,2004
76160235,879,614,20,72.127,2004
76160246,1458,1142,1,78.395,2004
76160257,239,144,2,61.088,2004
76160268,478,350,0,73.222,2004
76160279,1497,1104,26,75.484,2004
76160280,687,541,8,79.913,2004
76160291,704,525,17,76.989,2004
76160303,631,477,14,77.813,2004
76160314,1186,936,17,80.354,2004
76160325,462,370,0,80.087,2004
76160336,491,406,0,82.688,2004
76160358,1483,1134,27,78.287,2004
76160369,610,465,10,77.869,2004
76160370,1036,858,4,83.205,2004
76160381,807,632,11,79.678,2004
76160392,857,581,1,67.911,2004
76160404,472,359,0,76.059,2004
76160415,1019,670,4,66.143,2004
76160426,1485,1122,8,76.094,2004
76160437,2012,1429,29,72.465,2004
76160448,505,590,11,119.01,2004
76160459,1278,974,21,77.856,2004
76160460,1311,1001,6,76.812,2004
76160471,730,560,8,77.808,2004
76160482,1211,896,16,75.31,2004
76160493,605,537,29,93.554,2004
76160505,666,652,14,100.0,2004
76160516,642,472,13,75.545,2004
76160527,455,333,7,74.725,2004
76160549,977,653,16,68.475,2004
76160550,1113,826,23,76.28,2004
76160561,722,504,2,70.083,2004
76160572,716,596,12,84.916,2004
76160583,641,492,4,77.379,2004
76160606,356,260,6,74.719,2004
76160628,920,702,11,77.5,2004
76160639,1212,1136,13,94.802,2004
76160640,1212,881,14,73.845,2004
76160651,618,443,2,72.006,2004
76160662,1294,766,9,59.892,2004
76160673,243,189,0,77.778,2004
76160684,748,952,12,128.877,2004
76160695,176,133,0,75.568,2004
76160707,229,169,7,76.856,2004
76160718,637,478,8,76.295,2004
76160729,145,111,2,77.931,2004
76160730,1879,694,8,37.36,2004
76160763,644,519,31,85.404,2004
76160774,902,757,8,84.812,2004
76160808,530,437,5,83.396,2004
76160820,993,883,14,90.332,2004
76170012,1227,1038,5,85.004,2004
76170023,1366,1043,9,77.013,2004
76170034,498,327,2,66.064,2004
76170045,906,757,4,83.996,2004
76170056,729,521,6,72.291,2004
76170067,398,276,3,70.101,2004
76170078,302,223,7,76.159,2004
76170089,3675,2142,38,59.32,2004
76170090,819,542,3,66.545,2004
76170102,1129,977,11,87.511,2004
76170113,713,591,5,83.59,2004
76170124,1075,756,3,70.605,2004
76170135,911,695,15,77.936,2004
76170146,1172,900,10,77.645,2004
76170157,1503,1036,2,69.062,2004
76170168,3239,2314,20,72.059,2004
76170179,1914,1430,20,75.758,2004
76170180,998,728,16,74.549,2004
76170191,1184,874,9,74.578,2004
76170203,572,425,21,77.972,2004
76170214,968,739,19,78.306,2004
76170225,594,425,7,72.727,2004
76170236,1063,629,2,59.36,2004
76170247,922,645,8,70.824,2004
76170258,2731,2131,60,80.227,2004
76170269,1076,888,2,82.714,2004
76170270,1377,962,5,70.225,2004
76170281,647,517,11,81.607,2004
76170292,534,365,2,68.727,2004
76170304,333,227,6,69.97,2004
76170315,747,607,4,81.794,2004
76170326,635,563,8,89.921,2004
76170337,1544,1058,11,69.236,2004
76170348,959,775,11,81.96,2004
76170359,1026,810,0,78.947,2004
76170360,1265,1057,20,85.138,2004
76170371,3067,2047,46,68.243,2004
76170382,1308,1012,13,78.364,2004
76170393,1167,855,11,74.207,2004
76170405,642,439,4,69.003,2004
76170416,769,624,8,82.185,2004
76170427,580,432,5,75.345,2004
76170438,582,419,3,72.509,2004
76170449,769,621,6,81.534,2004
76170450,784,474,4,60.969,2004
76170461,2004,1448,9,72.705,2004
76170472,1605,1226,9,76.947,2004
76170483,1327,958,19,73.625,2004
76170494,2371,1820,0,76.761,2004
76170506,913,690,5,76.123,2004
76170539,413,377,7,92.978,2004
76170540,991,883,4,89.506,2004
76290914,852,453,8,54.108,2004
54100011,1943,1473,14,76.531,2009
54100022,1521,1084,20,72.584,2009
54100033,1875,1328,28,72.32,2009
54110012,1312,1225,33,95.884,2009
54110023,2429,1419,41,60.107,2009
54110034,1317,1117,19,86.257,2009
54120013,72,102,0,141.667,2009
54120024,459,302,2,66.231,2009
54120035,309,264,3,86.408,2009
54120046,1986,1478,29,75.881,2009
54120057,195,137,1,70.769,2009
54120068,448,393,2,88.17,2009
54120080,1026,942,10,92.788,2009
54120091,417,299,16,75.54,2009
54120103,889,582,14,67.042,2009
54120114,690,517,4,75.507,2009
54120125,1887,1151,13,61.685,2009
54120136,641,570,7,90.016,2009
54120147,242,223,5,94.215,2009
54120181,257,203,3,80.156,2009
54120192,1112,1024,3,92.356,2009
54120215,884,827,15,95.249,2009
54120226,568,577,0,101.585,2009
54130014,2497,1507,30,61.554,2009
54130025,1583,928,28,60.392,2009
54130036,1840,1282,7,70.054,2009
54130047,2504,1647,35,67.173,2009
54130070,1370,1260,0,91.971,2009
54130081,785,1025,9,131.72,2009
54130092,556,709,21,131.295,2009
54130104,658,660,4,100.912,2009
54130115,313,354,7,115.335,2009
54140015,2825,1978,39,71.398,2009
54140026,742,780,8,106.199,2009
54140037,434,584,28,141.014,2009
54140048,2890,2427,45,85.536,2009
54140059,1821,1541,48,87.26,2009
54140060,2130,1707,34,81.737,2009
54140071,1840,1384,24,76.522,2009
54140082,1750,1404,166,89.714,2009
54140093,2087,1729,42,84.859,2009
54140105,2262,1835,5,81.344,2009
54140116,1357,962,39,73.766,2009
54140127,2477,1777,33,73.072,2009
54140138,2074,1645,22,80.376,2009
54140149,906,788,0,86.976,2009
54140150,1590,1514,35,97.421,2009
54150016,2264,1816,27,81.405,2009
54150027,1838,1274,24,70.62,2009
54160017,2538,1622,36,65.327,2009
54160028,2356,1857,31,80.136,2009
54160039,1548,1335,15,87.209,2009
54160040,1277,1169,0,91.543,2009
54160051,425,411,5,97.882,2009
54170018,1223,908,15,75.47,2009
54170029,529,521,4,99.244,2009
54180019,2327,1624,50,71.938,2009
54190010,2582,1993,21,78.002,2009
54190021,2544,1646,11,65.134,2009
54190032,3619,1819,29,51.064,2009
54190043,2904,2113,31,73.829,2009
54190054,2000,1735,47,89.1,2009
54190065,1014,895,13,89.546,2009
54190076,2461,1423,10,58.228,2009
54190087,1894,1322,15,70.591,2009
54190098,1117,956,18,87.198,2009
54190100,1034,1064,16,104.449,2009
54190111,1243,1166,11,94.69,2009
54190122,517,1327,27,261.896,2009
54190133,540,586,13,110.926,2009
54200012,617,443,8,73.096,2009
54200023,377,276,0,73.21,2009
54200034,2314,1617,12,70.398,2009
54200045,626,499,2,80.032,2009
54200056,66,55,0,83.333,2009
54200067,144,110,2,77.778,2009
54210013,1763,1428,16,81.906,2009
54210024,1360,1008,18,75.441,2009
54210035,1547,1135,23,74.855,2009
54210046,2005,1489,40,76.259,2009
54210057,1375,1008,12,74.182,2009
54210068,893,683,12,77.828,2009
54210079,1777,1116,15,63.647,2009
54210080,1986,1406,18,71.702,2009
54210091,1804,1334,14,74.723,2009
54210103,2392,1630,5,68.353,2009
54210114,2149,1675,12,78.502,2009
54210125,432,308,7,72.917,2009
54210169,426,310,4,73.709,2009
54210170,859,695,8,81.839,2009
54210181,207,151,6,75.845,2009
54210192,682,620,13,92.815,2009
54210204,1040,892,15,87.212,2009
54210215,111,78,1,71.171,2009
54210226,823,838,9,102.916,2009
54210237,846,789,7,94.09,2009
54210248,649,820,7,127.427,2009
54210259,833,847,4,102.161,2009
54220014,2161,1501,24,70.569,2009
54220025,1727,1179,15,69.137,2009
54220036,929,689,7,74.919,2009
54220047,1183,883,19,76.247,2009
54220058,1127,845,11,75.954,2009
54220069,1829,1225,16,67.851,2009
54220070,693,466,4,67.821,2009
54220081,857,650,12,77.246,2009
54220092,2648,1955,27,74.849,2009
54220104,1277,969,11,76.742,2009
54220115,1607,1260,10,79.029,2009
54220126,2049,1597,27,79.258,2009
54220137,927,670,9,73.247,2009
54220148,1684,1161,16,69.893,2009
54220159,1298,924,45,74.653,2009
54220160,857,625,1,73.046,2009
54220171,602,488,6,82.06,2009
54220182,266,186,2,70.677,2009
54220205,475,370,5,78.947,2009
54220216,730,562,11,78.493,2009
54220227,410,302,4,74.634,2009
54220238,391,317,4,82.097,2009
54220249,1181,1053,53,93.649,2009
54220250,341,326,2,96.188,2009
54220261,241,245,2,102.49,2009
54220272,273,237,2,87.546,2009
54220283,908,911,3,100.661,2009
54220294,202,184,5,93.564,2009
54230015,2657,1810,20,68.875,2009
54230026,2654,1594,26,61.04,2009
54230037,1724,1404,1,81.497,2009
54230048,1292,1166,10,91.022,2009
54230059,2533,2013,18,80.182,2009
54230060,2373,1633,35,70.291,2009
54230071,2338,1719,28,74.722,2009
54230082,2888,2238,39,78.843,2009
54230093,3541,2406,29,68.766,2009
54230105,2247,1747,32,79.172,2009
54230116,1936,1563,19,81.715,2009
54230127,1147,1197,21,106.19,2009
54230138,739,785,11,107.713,2009
54230149,1045,1126,11,108.804,2009
54230150,976,1192,10,123.156,2009
54230161,789,931,9,119.138,2009
54230172,413,571,29,145.278,2009
54230183,880,1231,17,141.818,2009
54230194,806,903,9,113.151,2009
54230206,1233,1199,15,98.459,2009
54230217,1443,1093,11,76.507,2009
54240016,2835,2091,13,74.215,2009
54240027,375,428,6,115.733,2009
54250017,1671,1195,13,72.292,2009
54260018,3475,2044,14,59.223,2009
54260029,3275,1960,19,60.427,2009
54260041,3672,1886,6,51.525,2009
54260052,2807,1817,6,64.945,2009
54260063,2161,1397,11,65.155,2009
54260074,2598,1383,0,53.233,2009
54260085,4112,2772,31,68.166,2009
54260096,2164,1576,13,73.429,2009
54260108,2128,1758,21,83.6,2009
54260119,2694,2006,31,75.612,2009
54260120,2225,1283,14,58.292,2009
54260131,2215,1405,33,64.921,2009
54260142,2107,1475,20,70.954,2009
54260153,3414,2112,40,63.035,2009
54260175,2365,1790,43,77.505,2009
54260186,3387,2006,42,60.466,2009
54260197,3124,2051,60,67.574,2009
54260209,1205,1226,0,101.743,2009
54260210,3225,1847,27,58.109,2009
54260221,3329,1839,10,55.542,2009
54260232,2508,1857,39,75.598,2009
54260243,986,823,11,84.584,2009
54260254,2666,1791,33,68.417,2009
54260265,2500,1755,52,72.28,2009
54260276,1868,1292,19,70.182,2009
54260287,2896,2187,50,77.244,2009
54260298,1137,1372,55,125.506,2009
54260300,1843,1445,31,80.087,2009
54260311,404,539,2,133.911,2009
54260333,464,848,13,185.56,2009
54260344,332,521,8,159.337,2009
54260355,329,434,4,133.131,2009
54260366,650,832,6,128.923,2009
54260377,380,531,6,141.316,2009
54260388,1000,1531,3,153.4,2009
54260399,2149,1453,5,67.846,2009
54260401,646,1201,20,189.009,2009
54260412,1038,1268,28,124.855,2009
54260423,434,415,4,96.544,2009
54260434,1258,1324,5,105.644,2009
54260445,1032,1531,13,149.612,2009
54260456,1487,1515,41,104.64,2009
54260467,631,1071,13,171.791,2009
54260478,167,428,4,258.683,2009
54270019,3669,2169,24,59.771,2009
54270020,2287,1800,6,78.968,2009
54270031,3842,2888,0,75.169,2009
54270042,1105,1460,9,132.941,2009
54280010,2091,1615,31,78.718,2009
54280021,2207,1828,37,84.504,2009
54280032,2427,1795,26,75.031,2009
54280043,2679,1499,3,56.066,2009
54280065,1314,996,8,76.408,2009
54280076,2208,1877,50,87.274,2009
54280087,631,683,9,109.667,2009
54280098,318,480,10,154.088,2009
54280100,539,676,10,127.273,2009
54290011,2341,1686,42,73.815,2009
54290022,1250,1249,9,100.64,2009
54300013,2517,1717,33,69.527,2009
54300024,951,980,18,104.942,2009
54310014,2405,1866,38,79.168,2009
54320015,2487,1809,12,73.221,2009
54320026,1908,1205,16,63.994,2009
54320037,1492,941,15,64.075,2009
54320048,2228,1579,26,72.038,2009
54320059,1470,1032,10,70.884,2009
54320060,5613,3983,72,72.243,2009
54320071,1580,1432,24,92.152,2009
54320082,1524,1303,19,86.745,2009
54320093,1127,971,17,87.666,2009
54320105,1048,1035,4,99.141,2009
54320116,588,499,1,85.034,2009
54320127,1134,917,7,81.481,2009
54320138,1532,1441,27,95.822,2009
54330016,3065,2107,15,69.233,2009
54330027,2009,1310,12,65.804,2009
54330038,2664,2416,22,91.517,2009
54330049,1814,1408,12,78.28,2009
54330050,1254,686,17,56.061,2009
54330061,2176,1629,38,76.608,2009
54330072,3050,2357,23,78.033,2009
54330094,1693,1216,2,71.943,2009
54330106,1924,1495,24,78.95,2009
54330117,2551,1788,3,70.208,2009
54330128,1467,1020,19,70.825,2009
54330139,3705,2960,67,81.7,2009
54330140,1123,1003,12,90.383,2009
54330151,2873,2591,89,93.282,2009
54330162,1504,1350,18,90.957,2009
54330173,137,397,6,294.161,2009
54340017,2373,1822,46,78.719,2009
54340028,3211,1912,35,60.635,2009
54340039,1233,909,7,74.29,2009
54340040,1885,1470,27,79.416,2009
54340051,1613,1228,9,76.689,2009
54340062,521,452,4,87.524,2009
54340073,728,962,9,133.379,2009
54350018,918,688,16,76.688,2009
54350029,1216,879,13,73.355,2009
54350030,1106,829,16,76.401,2009
54360019,1411,1055,9,75.408,2009
54360020,290,231,4,81.034,2009
54360031,706,433,12,63.031,2009
54360042,225,229,4,103.556,2009
54360053,667,556,1,83.508,2009
54360064,1324,985,23,76.133,2009
54360075,696,443,14,65.661,2009
54360086,1085,784,16,73.733,2009
54360097,1377,969,4,70.661,2009
54360109,345,213,13,65.507,2009
54360110,1057,805,26,78.619,2009
54370021,63,42,1,68.254,2009
54370032,946,821,5,87.315,2009
54370054,245,131,1,53.878,2009
54370065,165,84,2,52.121,2009
54370076,160,101,0,63.125,2009
54370087,56,40,0,71.429,2009
54370098,124,81,0,65.323,2009
54380011,255,227,3,90.196,2009
54380022,355,230,2,65.352,2009
54380033,381,327,9,88.189,2009
54380044,325,217,4,68.0,2009
54380055,317,279,2,88.644,2009
54380066,159,82,1,52.201,2009
54380077,244,222,1,91.393,2009
54390012,187,209,2,112.834,2009
54390023,322,267,5,84.472,2009
54390034,472,355,9,77.119,2009
54390045,324,267,3,83.333,2009
54390056,203,217,1,107.389,2009
54400014,485,311,39,72.165,2009
54400036,501,478,9,97.206,2009
54400047,342,331,7,98.83,2009
54400058,322,230,3,72.36,2009
54400069,286,216,3,76.573,2009
54400070,963,754,10,79.335,2009
54400081,276,213,0,77.174,2009
54400092,538,367,6,69.331,2009
54400104,808,761,20,96.658,2009
54410015,231,161,1,70.13,2009
54410026,2393,2080,23,87.881,2009
54410037,258,176,1,68.605,2009
54410048,129,81,2,64.341,2009
54410059,304,295,6,99.013,2009
54410060,146,88,0,60.274,2009
54410071,325,276,2,85.538,2009
54410082,797,562,6,71.267,2009
54410093,2041,1487,36,74.62,2009
54410105,376,310,4,83.511,2009
54410116,510,399,5,79.216,2009
54410127,2120,1705,132,86.651,2009
54410138,483,379,7,79.917,2009
54410149,299,220,2,74.247,2009
54410150,784,433,7,56.122,2009
54410161,745,611,4,82.55,2009
54410172,786,617,1,78.626,2009
54410183,504,392,1,77.976,2009
54410194,1858,1560,5,84.23,2009
54410206,601,491,6,82.696,2009
54410217,566,421,10,76.148,2009
54410228,153,125,1,82.353,2009
54410239,120,101,3,86.667,2009
